Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pd_bus11,Qd_bus11,Pd_bus12,Qd_bus12,Pd_bus13,Qd_bus13,Pd_bus14,Qd_bus14,Pd_bus15,Qd_bus15,Pd_bus16,Qd_bus16,Pd_bus17,Qd_bus17,Pd_bus18,Qd_bus18,Pd_bus19,Qd_bus19,Pd_bus20,Qd_bus20,Pd_bus21,Qd_bus21,Pd_bus22,Qd_bus22,Pd_bus23,Qd_bus23,Pd_bus24,Qd_bus24,Pd_bus25,Qd_bus25,Pd_bus26,Qd_bus26,Pd_bus27,Qd_bus27,Pd_bus28,Qd_bus28,Pd_bus29,Qd_bus29,Pd_bus30,Qd_bus30,Pd_bus31,Qd_bus31,Pd_bus32,Qd_bus32,Pd_bus33,Qd_bus33,Pd_bus34,Qd_bus34,Pd_bus35,Qd_bus35,Pd_bus36,Qd_bus36,Pd_bus37,Qd_bus37,Pd_bus38,Qd_bus38,Pd_bus39,Qd_bus39,Pg_gen1,Qg_gen1,Pg_gen2,Qg_gen2,Pg_gen3,Qg_gen3,Pg_gen4,Qg_gen4,Pg_gen5,Qg_gen5,Pg_gen6,Qg_gen6,Pg_gen7,Qg_gen7,Pg_gen8,Qg_gen8,Pg_gen9,Qg_gen9,Pg_gen10,Qg_gen10
104.2135442,42.55718959,0,0,367.4656467,2.473460169,486.0130862,175.5926122,0,0,0,0,225.8423502,87.29059469,563.2854468,203.0670353,6.899388433,-75.58512406,0,0,0,0,8.631165857,98.21344568,0,0,0,0,356.0821691,152.4383105,348.0471724,35.17050607,0,0,168.8636977,34.10618729,0,0,619.8284382,117.4437383,252.9863609,127.1581682,0,0,255.9948593,79.11274535,341.202932,-89.33274631,235.4628165,50.67404444,127.050835,16.22374151,287.3008841,82.90054329,226.0841434,27.39009219,270.8218135,29.66453903,0,0,9.65696354,4.522479402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.5883669,265.3775774,250,167.4751194,684.4388003,236.2079984,650,221.3781107,632,120.7088938,508,177.0010497,650,221.5421441,560,105.2110588,540,6.693605216,830,30.32150731,1000,88.43029697
91.34799532,49.22219685,0,0,357.9268226,2.445950294,504.0899237,193.0318132,0,0,0,0,234.3391246,91.53007282,529.310929,181.9213423,7.286936065,-74.6269153,0,0,0,0,8.804721887,96.55590737,0,0,0,0,301.8115807,149.8645924,309.2609769,36.04139454,0,0,165.8149772,33.31172212,0,0,682.1371659,97.13622274,274.3634843,109.6964304,0,0,239.0330811,86.906644,301.3981451,-88.87705182,249.9325552,47.90470283,125.5037984,19.20281078,256.1446705,73.4963488,230.7652244,26.30305201,283.6255462,25.87211404,0,0,10.38345834,5.21463692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.488304,281.1997704,250,171.3376173,838.523869,280.0633885,650,229.4332122,632,110.9935005,508,165.3855543,650,215.2472937,560,103.4023315,540,4.105809346,830,22.20359287,1000,140.1291076
95.50135622,47.67909483,0,0,369.5469818,2.310467426,461.733241,174.3633455,0,0,0,0,228.2175067,80.23025847,471.9817834,192.1759019,7.467354515,-73.82877938,0,0,0,0,9.281972324,100.8210465,0,0,0,0,309.1576872,156.0133355,320.4486024,34.50632299,0,0,146.0829277,33.20625848,0,0,718.2189197,114.5929972,273.8526497,109.9033715,0,0,267.7074524,85.9306713,331.9524898,-95.05276146,209.6706581,43.28051753,136.4974378,17.87445676,301.0827039,68.3250064,226.0096565,25.50953505,285.9320959,25.34438528,0,0,9.342703819,4.897799111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.974763,269.5023321,250,156.3489035,623.9281537,208.5044432,650,205.8570194,632,109.688323,508,173.8763984,650,206.6757284,560,98.58232151,540,-3.298065548,830,17.73181104,1000,84.82220385
108.3336242,40.34901712,0,0,330.8235111,2.704162053,485.2471231,197.0794071,0,0,0,0,221.3966665,83.75884099,503.6749535,180.6464922,7.394516519,-66.84348858,0,0,0,0,8.794684707,91.01051267,0,0,0,0,292.6528217,147.6641969,322.6737317,29.55342215,0,0,149.9729451,32.22652569,0,0,762.2704798,110.4527204,252.2774625,111.7746324,0,0,239.678887,85.98535147,321.6142014,-98.47421384,217.1600193,45.02131693,143.7915151,18.92020545,271.627556,73.84953318,186.8291385,28.64874122,270.4321722,28.49576411,0,0,8.898903398,5.108097671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.817542,286.719652,250,161.9651218,582.7645501,202.3519415,650,204.4716113,632,108.0351746,508,172.9114203,650,206.1866808,560,98.02841588,540,-3.840782434,830,23.57687353,1000,107.450126
100.520675,41.6599799,0,0,299.7708239,2.732308002,494.3202232,196.6508863,0,0,0,0,233.6155147,91.16215392,538.280375,186.8258475,6.543546252,-65.59889714,0,0,0,0,9.682456896,100.6973183,0,0,0,0,302.7809172,169.9538,317.7720356,29.65350207,0,0,151.0465958,31.26509512,0,0,636.9725804,116.5306714,286.0922294,117.9335562,0,0,259.5248618,91.71287271,285.4494585,-93.94760332,205.2932736,44.73009038,150.5773896,18.40971622,260.0122657,68.86452135,231.7080611,27.05888316,305.5476912,30.29500507,0,0,8.28164369,5.165033805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.426391,254.3379176,250,168.4199166,712.2774417,248.8982792,650,227.6901392,632,117.590613,508,175.6703808,650,219.9505939,560,106.3038687,540,-0.70574435,830,24.02931905,1000,106.6956943
93.2664545,48.62511765,0,0,321.3819177,2.230940704,496.853201,176.7838714,0,0,0,0,212.2207161,86.89980294,532.7521918,160.7507272,7.25282513,-61.92138723,0,0,0,0,9.502968654,97.49923675,0,0,0,0,363.3460866,168.4285801,329.9357882,37.00768336,0,0,143.5634951,27.07405988,0,0,626.1290045,107.4164627,249.0822514,112.5280663,0,0,265.5785843,80.75442962,323.8022435,-94.95777479,229.7347238,42.69517507,127.7347979,17.89927181,299.7966014,83.07652619,188.5377861,27.38678908,274.3087,27.17420227,0,0,9.098722967,4.671562658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181.892731,257.5590113,250,167.4273228,711.9753172,231.6288003,650,213.4083023,632,114.5950407,508,169.8575562,650,213.8614848,560,101.8134576,540,-0.607912726,830,25.61766237,1000,102.4841399
89.10621501,40.24588353,0,0,348.1998202,2.38118663,459.496727,174.6554413,0,0,0,0,217.557133,77.56283341,505.161127,181.6425829,6.48950959,-71.2903259,0,0,0,0,9.286307701,91.3849191,0,0,0,0,314.8732666,166.569253,362.5673682,33.12224661,0,0,159.0118577,31.16246588,0,0,703.685978,109.8908586,260.3114352,121.3235775,0,0,239.1562948,96.5620222,353.0681207,-101.6233422,236.6832543,53.23815806,140.9503962,18.07160518,255.8444282,70.37634243,193.3166734,29.88230053,311.6847033,29.64786829,0,0,9.131135508,4.343847658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.049142,231.8580554,250,160.8523508,728.1691245,231.5176014,650,208.6951144,632,112.8645808,508,172.7176469,650,218.6393226,560,106.2825877,540,2.265436194,830,24.18703239,1000,56.18629585
89.90396403,42.03730908,0,0,332.4475694,2.66028647,562.4132681,209.0074575,0,0,0,0,221.0020778,92.79376524,551.4550447,192.3521603,6.02925142,-74.33052349,0,0,0,0,7.936525743,90.49226588,0,0,0,0,334.8469425,174.4674096,351.3977238,29.42241027,0,0,152.2595169,28.8897301,0,0,613.1598546,98.10872539,250.9943969,125.2611059,0,0,284.0539593,95.50700346,278.059026,-89.05418173,213.4102855,46.61870111,134.2153636,18.49302583,300.9660278,69.58091758,207.365627,28.40396427,284.5136672,24.94764297,0,0,9.609587354,4.744121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185.1332,285.7468078,250,175.6333828,797.9723827,277.3857168,650,237.2947218,632,118.9658806,508,167.3211494,650,228.9337661,560,112.1638882,540,3.918575735,830,25.36066288,1000,136.8005304
95.03695649,43.99327458,0,0,349.9019312,2.540623145,535.3901735,203.0449756,0,0,0,0,255.8101826,85.72464123,471.5426133,198.3723186,6.875687748,-59.96189579,0,0,0,0,9.537827775,86.13171342,0,0,0,0,329.071425,141.587004,343.093653,34.47140937,0,0,165.2228836,30.99046637,0,0,708.7208956,101.4039789,249.7846527,108.0127282,0,0,254.0656595,90.56732576,334.1977619,-91.30787749,213.7784986,46.43833502,126.327372,16.72314505,322.1127065,77.10035345,188.9842644,29.23387925,303.0735484,28.03873843,0,0,9.532857789,4.516672175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.657903,260.0582459,250,164.9103513,727.6160817,245.3565643,650,219.4334932,632,110.3632513,508,167.9301966,650,212.8631444,560,103.1075078,540,2.686011165,830,25.83856764,1000,93.90015185
99.47303021,42.52239864,0,0,308.8051941,2.169565179,476.0700697,184.4977957,0,0,0,0,210.7526117,75.92180767,581.4905393,162.9945646,6.420940297,-68.97403478,0,0,0,0,9.53738229,83.66573908,0,0,0,0,288.6350752,145.5334398,365.9021869,36.8781018,0,0,174.2628999,29.53512421,0,0,741.8684791,116.0297405,257.7265708,116.514695,0,0,259.1539843,84.14636979,301.0963927,-84.64144239,251.5494663,49.29123199,126.6272848,16.52496543,275.616906,79.07427167,211.2636977,26.87610107,274.1195368,27.67261895,0,0,8.403341438,5.202442022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.291736,231.8859143,250,159.1996055,758.6055613,234.9642566,650,203.0991988,632,112.5159272,508,176.7121183,650,210.6626128,560,100.3697335,540,1.569541398,830,23.03972784,1000,54.52216746
97.33982465,47.55743969,0,0,353.5833755,2.255598674,490.3836393,169.1580382,0,0,0,0,223.0353493,79.15604552,513.4120916,180.4315832,7.057914244,-60.90891912,0,0,0,0,8.170164718,85.55595221,0,0,0,0,301.1733887,167.1797791,346.5828277,29.73755869,0,0,169.9237038,33.41791028,0,0,719.2030284,116.6643621,271.8616543,130.8047646,0,0,267.0178905,90.07694992,290.0456878,-105.834446,237.0902772,52.62860329,154.7547304,16.07971239,317.4744979,70.40597288,210.2269481,26.41425453,308.6419305,28.00310357,0,0,10.2798197,4.397923353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183.045472,235.4283938,250,162.7437929,903.3125103,286.5697725,650,220.2339535,632,115.7853523,508,177.6730417,650,218.9069426,560,104.6620498,540,7.020425391,830,23.45214599,1000,85.11608419
95.2913907,47.54437,0,0,361.7602363,2.29022712,539.8870466,194.679354,0,0,0,0,215.28364,78.55836659,522.4881192,193.4232149,6.749276569,-73.36414792,0,0,0,0,8.939561554,90.98516692,0,0,0,0,305.9731261,156.5189628,308.7314322,30.12791096,0,0,177.2095902,34.48391999,0,0,645.9814037,112.54934,246.9905419,122.8212269,0,0,240.8449496,86.58395011,288.3684226,-93.13650059,232.2715266,46.8049357,135.4431206,16.41906895,278.9611513,78.6558855,200.5840429,28.44328691,321.0542716,29.66952903,0,0,8.436559489,4.1771697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176.754266,231.2549971,250,170.586561,743.2348008,249.8664101,650,222.679108,632,117.2322504,508,173.999597,650,220.6600958,560,105.7799579,540,3.6592288,830,26.10627879,1000,76.25453477
98.05286592,44.06562158,0,0,309.765886,2.663729361,511.9076476,195.745914,0,0,0,0,265.9896743,93.06313353,494.52402,199.1165146,6.612139249,-71.31843074,0,0,0,0,7.678440944,100.8237138,0,0,0,0,288.3154189,140.4366739,335.8550449,31.71494593,0,0,159.2137813,33.91334662,0,0,665.5643464,115.1229483,298.8551187,112.8639796,0,0,223.901744,93.51363113,292.5410276,-85.95231306,202.3490179,53.31587581,149.0173004,17.85326994,274.6207667,72.27516072,197.907869,30.81924558,287.9431138,26.74255946,0,0,10.08921152,5.051431381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233.648911,259.6225739,250,175.9921325,741.4082297,259.0826481,650,230.2644961,632,116.4862449,508,175.4432498,650,220.1044337,560,106.7864008,540,2.546318303,830,26.06753526,1000,119.288584
108.9041181,41.69761407,0,0,308.2378905,2.475613081,529.8251516,197.5684935,0,0,0,0,240.185976,81.33553688,565.7324983,187.9091007,6.328758006,-76.43960815,0,0,0,0,7.906589208,87.62821109,0,0,0,0,318.964995,160.9478837,366.5135727,34.6421635,0,0,143.1752882,33.59602838,0,0,675.1701144,105.007229,275.8227379,115.0424352,0,0,255.3118127,94.74500806,327.7896664,-90.39216437,235.911693,45.63222875,144.2496908,16.45413414,281.7851395,70.66879344,223.5595638,30.96888767,257.655461,29.24094011,0,0,10.41128094,4.813125107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052.95962,270.8513403,250,164.5721111,760.0696353,251.421549,650,220.0596819,632,114.659875,508,170.3760133,650,220.3236979,560,107.4538257,540,3.399595693,830,29.51741823,1000,95.30909047
90.90862647,43.57368684,0,0,311.7072628,2.527927929,493.1485489,184.4946223,0,0,0,0,266.1661257,85.46209166,574.7153549,179.1988257,7.303202992,-72.81542162,0,0,0,0,7.927126785,85.04804812,0,0,0,0,352.919655,145.0335524,309.285925,36.1207085,0,0,149.3254568,28.91794337,0,0,734.4812527,108.7922069,247.7329055,126.8123338,0,0,283.1182267,82.28238156,317.0903823,-101.4548048,212.8225635,49.74547356,134.3996918,18.87301727,310.5834263,84.96310196,223.8710043,25.19029792,300.0113136,24.87593015,0,0,8.914013053,4.522070633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250.62439,256.8769727,250,169.4784951,1012.472248,335.132335,650,234.4121166,632,114.5228017,508,174.1141819,650,215.5006769,560,102.1965136,540,5.380702637,830,23.53606735,1000,117.1343208
94.10081172,41.23732143,0,0,324.8483162,2.42544306,459.9395365,179.5839327,0,0,0,0,211.9208259,79.24642976,544.7676766,176.7085605,6.800962972,-75.16790633,0,0,0,0,9.689416645,98.71247301,0,0,0,0,311.1150007,158.1982969,332.2515244,33.62932502,0,0,146.4833002,31.01989322,0,0,627.5704404,111.2237385,269.4344555,113.466995,0,0,263.6934295,86.70475766,305.8797195,-99.80768359,242.2943495,52.66308195,132.8985626,15.84505816,278.1294284,84.32209246,204.6446604,29.95116819,310.0437446,27.29029755,0,0,9.133650668,4.872925512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.582747,264.2068871,250,163.9029754,694.2272363,227.1597304,650,211.1437074,632,111.9183166,508,170.3688992,650,211.8748955,560,101.2527233,540,3.041617337,830,24.37783595,1000,96.06696947
107.5288352,41.51783816,0,0,297.0337152,2.267395359,572.2388074,203.5476966,0,0,0,0,221.1762367,90.66155135,483.9827621,160.1970956,6.655467936,-66.37670478,0,0,0,0,8.361111445,88.19317999,0,0,0,0,356.466094,140.4382116,363.2069495,33.99652283,0,0,144.9272974,27.87549801,0,0,709.1175173,101.3430801,275.4937448,113.7190388,0,0,267.6627454,76.86409901,294.6261454,-90.40059432,250.5430796,52.91033559,131.6336057,18.59228823,283.093236,68.12806433,191.3884271,30.59554496,267.1659153,27.10127829,0,0,8.392391147,4.426391054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.618616,244.3031774,250,170.1431835,930.657745,301.6953999,650,227.7692919,632,109.7679397,508,167.6411021,650,209.0688905,560,98.21867703,540,5.143471758,830,25.93986171,1000,103.6732045
99.53898771,41.82860864,0,0,298.7457561,2.483484007,496.6895032,167.1258644,0,0,0,0,261.2339121,91.59919855,574.278368,194.5039168,6.034353473,-63.89386867,0,0,0,0,9.750932002,97.87734677,0,0,0,0,351.2223197,144.3857883,297.6868355,31.26255903,0,0,148.267183,30.66607432,0,0,760.7095812,97.78071209,279.9020272,111.9881989,0,0,269.0549738,97.15819838,307.5761683,-91.86134704,203.2164045,43.06289032,133.4512407,16.14402846,278.3055397,71.00570064,220.2777825,31.19900356,307.1607593,29.75361646,0,0,10.03468561,4.483393892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.4416365,248.1077354,250,155.281397,731.9202959,241.3408161,650,214.4381409,632,104.9576806,508,165.7388615,650,209.5638405,560,101.8717989,540,-3.97260101,830,22.9617892,1000,72.47743218
107.7309385,50.52842576,0,0,324.672779,2.356751451,514.1312076,196.6674685,0,0,0,0,242.1567933,89.47550338,573.2466885,188.2470798,7.339130588,-70.77952278,0,0,0,0,8.894009086,86.99888153,0,0,0,0,343.1226675,151.0411782,362.0432762,34.0147087,0,0,165.6636473,30.39343604,0,0,690.1848196,107.3684217,285.556673,113.5679683,0,0,247.9699236,91.44210777,278.1817751,-91.10998886,231.3357253,42.59218747,137.0779786,18.61399546,303.2647196,75.94963119,211.100203,26.15006023,316.820433,24.59790226,0,0,8.94827136,4.417228258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268.139803,278.4301381,250,173.4231822,1054.190356,363.5661757,650,249.5276133,632,118.5595269,508,173.7542352,650,222.7503407,560,108.030025,540,7.171906937,830,23.19840523,1000,157.7666275
107.1246428,49.89878385,0,0,342.0868197,2.67360238,520.5747479,191.4892871,0,0,0,0,213.6813467,77.19047443,521.5207263,198.4515448,6.64147763,-61.93100194,0,0,0,0,9.786928509,95.2923009,0,0,0,0,290.1661985,149.0134395,324.5779912,30.25581014,0,0,171.2087492,33.92489504,0,0,636.6127983,107.0667679,252.8281243,123.4184758,0,0,283.2378012,94.202753,289.2129089,-97.53167364,233.7524831,52.0324891,147.3374541,17.00407042,266.1158924,86.49502662,202.5774551,28.88442836,284.4306033,25.8106295,0,0,8.526737387,4.882319336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.650428,269.8585121,250,177.6376201,800.647833,271.3850315,650,229.5076996,632,115.2570335,508,170.3299178,650,220.9884361,560,107.3702472,540,6.669368202,830,27.40992199,1000,143.0523291
